 ,463,463
 ,1,6
Fecha: ,16/07/2014
00:00:00,1.4900,60.0230
00:00:01,1.4960,60.0270
00:00:02,1.4980,60.0300
00:00:03,1.5030,60.0320
00:00:04,1.5070,60.0340
00:00:05,1.5240,60.0340
00:00:06,1.5120,60.0330
00:00:07,1.5160,60.0330
00:00:08,1.5080,60.0320
00:00:09,1.4900,60.0310
00:00:10,1.5070,60.0290
00:00:11,1.5030,60.0270
00:00:12,1.5150,60.0250
00:00:13,1.5150,60.0220
00:00:14,1.5070,60.0170
00:00:15,1.4980,60.0110
00:00:16,1.5080,60.0040
00:00:17,1.5040,59.9960
00:00:18,1.4970,59.9880
00:00:19,1.5080,59.9810
00:00:20,1.4890,59.9750
00:00:21,1.5060,59.9690
00:00:22,1.5160,59.9660
00:00:23,1.4980,59.9630
00:00:24,1.4990,59.9610
00:00:25,1.5010,59.9600
00:00:26,1.4800,59.9600
00:00:27,1.4960,59.9610
00:00:28,1.4950,59.9610
00:00:29,1.5010,59.9610
00:00:30,1.4790,59.9610
00:00:31,1.4870,59.9620
00:00:32,1.4780,59.9640
00:00:33,1.5060,59.9670
00:00:34,1.4790,59.9710
00:00:35,1.4990,59.9750
00:00:36,1.5080,59.9790
00:00:37,1.4870,59.9840
00:00:38,1.4980,59.9890
00:00:39,1.4910,59.9940
00:00:40,1.4950,59.9990
00:00:41,1.5040,60.0040
00:00:42,1.4920,60.0090
00:00:43,1.5170,60.0130
00:00:44,1.5140,60.0160
00:00:45,1.4920,60.0190
00:00:46,1.4920,60.0220
00:00:47,1.4910,60.0230
00:00:48,1.4910,60.0250
00:00:49,1.4910,60.0260
00:00:50,1.5000,60.0270
00:00:51,1.4950,60.0280
00:00:52,1.5010,60.0290
00:00:53,1.4910,60.0290
00:00:54,1.5110,60.0290
00:00:55,1.4950,60.0290
00:00:56,1.4930,60.0270
00:00:57,1.5250,60.0270
00:00:58,1.5150,60.0250
00:00:59,1.5030,60.0230
00:01:00,1.4990,60.0210
00:01:01,1.4880,60.0180
00:01:02,1.5090,60.0140
00:01:03,1.5170,60.0090
00:01:04,1.4970,60.0040
00:01:05,1.5000,60.0000
00:01:06,1.4990,59.9950
00:01:07,1.5090,59.9910
00:01:08,1.4940,59.9890
00:01:09,1.4810,59.9890
00:01:10,1.5090,59.9890
00:01:11,1.4850,59.9910
00:01:12,1.4930,59.9930
00:01:13,1.5010,59.9960
00:01:14,1.5020,59.9980
00:01:15,1.4890,60.0010
00:01:16,1.5010,60.0050
00:01:17,1.5090,60.0090
00:01:18,1.5000,60.0130
00:01:19,1.5060,60.0180
00:01:20,1.5090,60.0210
00:01:21,1.5010,60.0240
00:01:22,1.4750,60.0270
00:01:23,1.5030,60.0300
00:01:24,1.4900,60.0320
00:01:25,1.4950,60.0330
00:01:26,1.4970,60.0350
00:01:27,1.4890,60.0360
00:01:28,1.4840,60.0390
00:01:29,1.5070,60.0410
00:01:30,1.5030,60.0430
00:01:31,1.4920,60.0450
00:01:32,1.5100,60.0450
00:01:33,1.4870,60.0450
00:01:34,1.5150,60.0430
00:01:35,1.5080,60.0380
00:01:36,1.4970,60.0320
00:01:37,1.5020,60.0250
00:01:38,1.5060,60.0170
00:01:39,1.5030,60.0080
